id_cliente,edad,genero,region,num_compras,ticket_promedio,categoria_principal,canal_preferido,dias_ultima_compra,meses_cliente,satisfaccion,programa_fidelidad,pct_descuento_usado,gasto_anual,cliente_activo,segmento_cliente
CLI-00218,32,M,Valparaíso,4,96500.0,Hogar,Tienda física,8,53.0,8.0,0,10.2,473700.0,0,Nuevo
CLI-00219,71,M,Araucanía,5,141000.0,Deportes,Tienda física,45,44.0,10.0,1,43.3,762500.0,1,Recurrente
CLI-00220,49,F,Valparaíso,4,71400.0,Electrónica,App móvil,116,15.0,6.0,0,45.8,309000.0,1,Nuevo
CLI-00221,49,M,Coquimbo,7,53200.0,Hogar,Tienda física,51,38.0,6.0,1,39.1,522300.0,1,Recurrente
CLI-00222,41,F,Coquimbo,5,97400.0,Ropa,Online,10,19.0,5.0,0,56.4,436400.0,1,Recurrente
CLI-00223,58,M,Metropolitana,9,59100.0,Alimentos,App móvil,8,31.0,5.0,0,25.6,518700.0,1,Recurrente
CLI-00224,69,M,Metropolitana,7,101000.0,Alimentos,Tienda física,14,26.0,4.0,0,24.9,656300.0,0,Recurrente
CLI-00225,66,No especifica,Coquimbo,7,33700.0,Hogar,Online,23,5.0,8.0,0,9.4,207600.0,1,Recurrente
CLI-00226,66,F,Biobío,4,114600.0,Ropa,Online,8,57.0,6.0,0,12.4,505400.0,1,Recurrente
CLI-00227,69,M,Metropolitana,6,108400.0,Electrónica,App móvil,72,20.0,8.0,1,13.5,730500.0,1,Recurrente
CLI-00228,29,M,Metropolitana,8,72600.0,Alimentos,Tienda física,20,59.0,3.0,0,41.4,559400.0,1,Recurrente
CLI-00229,56,M,Valparaíso,4,85900.0,Hogar,Tienda física,124,2.0,4.0,1,15.0,385800.0,1,Nuevo
CLI-00230,19,F,Coquimbo,10,108000.0,Alimentos,App móvil,84,21.0,7.0,0,41.3,925800.0,0,Recurrente
CLI-00231,20,M,Araucanía,4,161400.0,Ropa,Tienda física,108,51.0,7.0,1,34.6,756500.0,1,Recurrente
CLI-00232,66,F,Biobío,7,40600.0,Electrónica,Online,16,,6.0,0,41.5,369500.0,1,Recurrente
CLI-00233,54,No especifica,Metropolitana,3,91700.0,Ropa,Tienda física,39,51.0,9.0,0,11.3,311400.0,1,Nuevo
CLI-00234,66,M,Metropolitana,9,30100.0,Deportes,Tienda física,18,36.0,5.0,0,9.2,273200.0,1,Recurrente
CLI-00235,34,F,Araucanía,3,39400.0,Ropa,Tienda física,14,28.0,6.0,1,16.1,232100.0,1,Nuevo
CLI-00236,66,No especifica,Metropolitana,8,143800.0,Ropa,Online,43,20.0,7.0,0,56.6,1075600.0,1,Recurrente
CLI-00237,19,M,Metropolitana,9,34300.0,Alimentos,Online,77,37.0,9.0,1,29.1,429600.0,1,Recurrente
CLI-00238,19,F,Metropolitana,6,98700.0,Ropa,Tienda física,5,,7.0,1,,669700.0,1,Recurrente
CLI-00239,45,F,Biobío,2,53400.0,Hogar,App móvil,15,36.0,6.0,1,22.3,248500.0,1,Nuevo
CLI-00240,71,No especifica,Coquimbo,8,31300.0,Alimentos,Tienda física,11,11.0,7.0,1,71.0,382200.0,1,Recurrente
CLI-00241,40,F,Metropolitana,6,39200.0,Alimentos,App móvil,73,55.0,6.0,1,24.5,364700.0,0,Recurrente
CLI-00242,54,F,Valparaíso,6,45000.0,Deportes,Tienda física,122,57.0,,1,,413800.0,1,Recurrente
CLI-00243,49,F,Valparaíso,6,126900.0,Hogar,App móvil,4,3.0,5.0,0,14.9,711000.0,1,Recurrente
CLI-00244,50,F,Coquimbo,7,45200.0,Ropa,Online,22,37.0,9.0,1,15.4,473200.0,1,Recurrente
CLI-00245,18,F,Metropolitana,8,53700.0,Deportes,Online,111,20.0,6.0,0,39.5,387800.0,0,Recurrente
CLI-00246,36,F,Valparaíso,8,59600.0,Hogar,Tienda física,20,32.0,10.0,1,24.9,515300.0,1,Recurrente
CLI-00247,19,F,Metropolitana,8,59100.0,Deportes,Online,57,,6.0,1,9.6,568100.0,1,Recurrente
CLI-00248,70,M,Araucanía,10,135400.0,Electrónica,Tienda física,5,25.0,9.0,1,42.0,1325300.0,1,Recurrente
CLI-00249,61,M,Valparaíso,7,23500.0,Ropa,App móvil,27,21.0,6.0,1,17.7,284500.0,1,Recurrente
CLI-00250,43,M,Metropolitana,4,124600.0,Deportes,Tienda física,32,58.0,,0,39.2,499900.0,0,Nuevo
CLI-00251,49,M,Valparaíso,10,71300.0,Electrónica,App móvil,64,50.0,5.0,1,5.0,827000.0,1,Recurrente
CLI-00252,23,M,Biobío,9,104800.0,Ropa,Tienda física,16,16.0,9.0,1,77.3,913900.0,1,Recurrente
CLI-00253,49,No especifica,Metropolitana,10,41800.0,Deportes,Tienda física,14,48.0,6.0,1,43.9,482000.0,1,Recurrente
CLI-00254,21,M,Araucanía,4,48300.0,Deportes,Tienda física,17,42.0,6.0,0,11.2,279300.0,1,Nuevo
CLI-00255,28,F,Metropolitana,10,70300.0,Deportes,Online,37,1.0,5.0,1,44.3,691100.0,1,Recurrente
CLI-00256,34,M,Valparaíso,8,44100.0,Deportes,Online,94,23.0,10.0,1,22.9,508400.0,0,Recurrente
CLI-00257,55,F,Metropolitana,12,38400.0,Alimentos,Tienda física,80,43.0,5.0,1,56.7,540800.0,0,Recurrente
CLI-00258,41,No especifica,Biobío,6,24700.0,Deportes,App móvil,3,49.0,5.0,1,28.1,278100.0,1,Recurrente
CLI-00259,22,F,Metropolitana,13,47800.0,Alimentos,Tienda física,96,24.0,10.0,1,11.4,701900.0,1,Recurrente
CLI-00260,69,F,Araucanía,7,65200.0,Alimentos,Online,517,47.0,9.0,1,15.3,595000.0,1,Recurrente
CLI-00261,51,M,Biobío,6,63900.0,Electrónica,Online,25,25.0,5.0,1,18.4,525700.0,1,Recurrente
CLI-00262,23,F,Valparaíso,6,74300.0,Ropa,App móvil,66,7.0,9.0,1,33.6,538200.0,0,Recurrente
CLI-00263,39,M,Biobío,5,89100.0,Alimentos,Tienda física,4,57.0,5.0,1,57.7,584200.0,1,Recurrente
CLI-00264,28,No especifica,Biobío,5,23100.0,Hogar,App móvil,685,58.0,3.0,1,27.5,245400.0,1,Recurrente
CLI-00265,65,M,Metropolitana,5,90900.0,Alimentos,Tienda física,19,38.0,9.0,0,21.9,505700.0,1,Recurrente
CLI-00266,33,F,Metropolitana,10,63300.0,Hogar,Tienda física,59,47.0,8.0,1,60.5,733200.0,1,Recurrente
CLI-00267,50,F,Coquimbo,1,108900.0,Electrónica,Tienda física,34,47.0,6.0,1,25.6,241500.0,1,Nuevo
CLI-00268,26,M,Metropolitana,8,34500.0,Hogar,Online,25,,3.0,1,26.8,335100.0,1,Recurrente
CLI-00269,23,M,Biobío,7,114600.0,Electrónica,Tienda física,76,35.0,,0,4.9,721800.0,0,Recurrente
CLI-00270,33,M,Coquimbo,7,169900.0,Electrónica,Tienda física,66,14.0,8.0,1,36.5,1132200.0,1,Recurrente
CLI-00271,46,M,Metropolitana,8,91500.0,Electrónica,Tienda física,70,9.0,10.0,1,46.7,757200.0,0,Recurrente
CLI-00272,20,F,Biobío,4,26300.0,Hogar,App móvil,28,3.0,,1,25.6,220400.0,1,Nuevo
CLI-00273,37,M,Valparaíso,4,45500.0,Hogar,Online,1,38.0,9.0,0,32.1,273700.0,1,Nuevo
CLI-00274,53,M,Valparaíso,5,43700.0,Electrónica,Tienda física,9,20.0,5.0,0,44.4,287200.0,1,Recurrente
CLI-00275,36,M,Metropolitana,4,63200.0,Electrónica,Online,61,41.0,8.0,1,20.2,396900.0,1,Nuevo
CLI-00276,43,F,Metropolitana,6,108800.0,Ropa,Online,63,33.0,3.0,1,36.3,645900.0,1,Recurrente
CLI-00277,20,M,Biobío,7,37200.0,Electrónica,Tienda física,162,41.0,8.0,1,20.6,363500.0,0,Recurrente
CLI-00278,36,M,Araucanía,8,144900.0,Deportes,Online,10,44.0,5.0,1,21.7,1136200.0,0,Recurrente
CLI-00279,37,M,Biobío,3,98800.0,Ropa,Tienda física,6,32.0,10.0,1,59.4,452500.0,1,Nuevo
CLI-00280,49,M,Valparaíso,7,86800.0,Ropa,Online,7,36.0,6.0,1,34.8,688300.0,1,Recurrente
CLI-00281,24,F,Metropolitana,7,34600.0,Ropa,Online,10,26.0,6.0,0,20.9,244300.0,1,Recurrente
CLI-00282,69,M,Biobío,4,178900.0,Deportes,Online,34,48.0,9.0,0,26.6,677500.0,1,Recurrente
CLI-00283,58,M,Metropolitana,6,180100.0,Ropa,Online,167,5.0,7.0,1,40.2,1020500.0,1,Recurrente
CLI-00284,50,F,Coquimbo,8,46700.0,Ropa,App móvil,41,59.0,5.0,1,32.9,456200.0,0,Recurrente
CLI-00285,57,F,Araucanía,5,42900.0,Hogar,Tienda física,34,49.0,7.0,1,35.9,352500.0,1,Recurrente
CLI-00286,56,M,Biobío,6,57200.0,Hogar,App móvil,51,30.0,9.0,1,47.5,466100.0,1,Recurrente
CLI-00287,35,F,Coquimbo,3,81300.0,Electrónica,Online,4,17.0,7.0,1,25.7,351600.0,1,Nuevo
CLI-00288,57,No especifica,Metropolitana,6,25400.0,Electrónica,Tienda física,77,6.0,,1,23.1,222500.0,0,Recurrente
CLI-00289,18,M,Biobío,8,36000.0,Alimentos,Tienda física,47,58.0,,1,44.4,425200.0,1,Recurrente
CLI-00290,28,F,Metropolitana,6,86800.0,Deportes,Online,9,15.0,10.0,0,13.0,471500.0,1,Recurrente
CLI-00291,45,F,Coquimbo,7,1971554.0,Hogar,Tienda física,45,,3.0,1,,771200.0,1,Recurrente
CLI-00292,42,F,Metropolitana,9,92400.0,Electrónica,Tienda física,41,13.0,7.0,1,26.7,846800.0,1,Recurrente
CLI-00293,67,M,Biobío,5,111000.0,Deportes,Tienda física,4,48.0,8.0,1,55.6,716800.0,1,Recurrente
CLI-00294,40,M,Araucanía,8,116400.0,Ropa,Tienda física,14,34.0,3.0,1,17.1,967700.0,1,Recurrente
CLI-00295,48,F,Metropolitana,7,120500.0,Deportes,Tienda física,23,30.0,6.0,1,46.2,823700.0,1,Recurrente
CLI-00296,47,No especifica,Metropolitana,5,88700.0,Hogar,Online,13,19.0,10.0,1,42.7,555100.0,1,Recurrente
CLI-00297,59,F,Biobío,4,52300.0,Alimentos,Tienda física,13,55.0,2.0,1,,339100.0,1,Nuevo
CLI-00298,52,M,Valparaíso,9,19000.0,Hogar,App móvil,39,2.0,,0,30.6,193800.0,1,Recurrente
CLI-00299,24,F,Metropolitana,6,134200.0,Electrónica,Online,29,53.0,9.0,1,39.3,949600.0,1,Recurrente
CLI-00300,33,F,Metropolitana,11,78500.0,Electrónica,Tienda física,50,57.0,6.0,0,38.1,817800.0,1,Recurrente
CLI-00301,43,M,Metropolitana,7,78000.0,Deportes,Tienda física,141,44.0,5.0,1,,637700.0,1,Recurrente
CLI-00302,65,M,Araucanía,5,1601451.0,Hogar,Tienda física,49,12.0,10.0,1,31.3,675300.0,1,Recurrente
CLI-00303,69,F,Valparaíso,9,29600.0,Electrónica,Tienda física,40,58.0,8.0,1,10.8,395200.0,1,Recurrente
CLI-00304,66,M,Metropolitana,4,81300.0,Ropa,Online,85,40.0,,0,18.0,281600.0,0,Nuevo
CLI-00305,19,F,Metropolitana,8,51000.0,Ropa,Tienda física,45,44.0,5.0,1,52.4,464700.0,1,Recurrente
CLI-00306,18,M,Metropolitana,6,75100.0,Alimentos,Tienda física,9,24.0,8.0,0,34.0,459500.0,1,Recurrente
CLI-00307,65,M,Metropolitana,8,162100.0,Deportes,Tienda física,18,11.0,7.0,0,28.8,1177400.0,1,Recurrente
CLI-00308,29,M,Metropolitana,6,57000.0,Electrónica,Tienda física,60,,,1,23.9,424300.0,1,Recurrente
CLI-00309,22,F,Metropolitana,4,83800.0,Alimentos,Tienda física,61,1.0,10.0,1,41.4,432000.0,1,Nuevo
CLI-00310,54,No especifica,Metropolitana,6,76100.0,Ropa,App móvil,196,57.0,7.0,1,39.4,581500.0,1,Recurrente
CLI-00311,49,M,Biobío,7,111800.0,Alimentos,Tienda física,45,58.0,9.0,1,72.5,835000.0,1,Recurrente
CLI-00312,26,F,Metropolitana,9,95800.0,Alimentos,Tienda física,104,28.0,8.0,1,35.2,885600.0,0,Recurrente
CLI-00313,58,F,Valparaíso,2,40000.0,Electrónica,Online,3,4.0,4.0,0,16.5,111600.0,0,Nuevo
CLI-00314,52,F,Valparaíso,10,150100.0,Electrónica,Online,38,41.0,8.0,1,17.2,1459200.0,1,Recurrente
CLI-00315,36,M,Valparaíso,7,75900.0,Electrónica,App móvil,114,59.0,7.0,1,14.3,686600.0,1,Recurrente
CLI-00316,65,F,Biobío,5,40000.0,Deportes,Tienda física,16,30.0,5.0,1,38.5,293500.0,1,Recurrente
CLI-00317,33,F,Valparaíso,10,32900.0,Alimentos,Tienda física,8,60.0,6.0,1,47.2,444700.0,1,Recurrente
CLI-00318,20,M,Araucanía,2,102900.0,Alimentos,Tienda física,20,59.0,7.0,1,7.7,339700.0,1,Nuevo
CLI-00319,37,M,Biobío,6,131700.0,Deportes,Online,71,7.0,8.0,1,40.5,718100.0,1,Recurrente
CLI-00320,41,F,Valparaíso,6,116200.0,Ropa,App móvil,4,60.0,10.0,1,21.8,813000.0,1,Recurrente
CLI-00321,71,No especifica,Araucanía,7,64200.0,Hogar,Tienda física,42,22.0,9.0,1,39.4,533500.0,1,Recurrente
CLI-00322,50,M,Valparaíso,7,66700.0,Ropa,Tienda física,7,26.0,5.0,0,24.9,445800.0,1,Recurrente
CLI-00323,41,F,Metropolitana,8,98500.0,Deportes,Online,26,29.0,8.0,1,11.8,800100.0,1,Recurrente
CLI-00324,69,No especifica,Metropolitana,10,39600.0,Alimentos,Tienda física,153,25.0,1.0,0,48.4,388100.0,0,Recurrente
CLI-00325,28,F,Metropolitana,8,131900.0,Alimentos,Online,10,10.0,4.0,1,,1009400.0,1,Recurrente
CLI-00326,66,No especifica,Araucanía,6,105400.0,Electrónica,Tienda física,2,20.0,,0,47.5,632900.0,1,Recurrente
CLI-00327,25,F,Biobío,6,48500.0,Electrónica,Tienda física,26,14.0,8.0,1,8.0,384900.0,1,Recurrente
CLI-00328,53,M,Coquimbo,6,74000.0,Alimentos,Online,523,33.0,5.0,1,38.5,534600.0,0,Recurrente
CLI-00329,55,M,Valparaíso,11,69600.0,Alimentos,Tienda física,16,5.0,6.0,0,28.3,733900.0,0,Recurrente
CLI-00330,57,M,Valparaíso,5,53600.0,Electrónica,Tienda física,36,45.0,5.0,1,29.1,376900.0,1,Recurrente
CLI-00331,37,F,Metropolitana,5,126700.0,Electrónica,App móvil,138,6.0,6.0,0,32.3,562700.0,0,Recurrente
CLI-00332,52,F,Biobío,5,21100.0,Ropa,Tienda física,17,22.0,,1,15.0,288900.0,1,Recurrente
CLI-00333,65,M,Valparaíso,7,110900.0,Alimentos,Online,17,60.0,10.0,1,36.5,815100.0,1,Recurrente
CLI-00334,42,F,Coquimbo,8,124800.0,Alimentos,Online,30,17.0,8.0,0,27.2,901300.0,1,Recurrente
CLI-00335,52,F,Metropolitana,8,74100.0,Deportes,App móvil,33,15.0,7.0,1,26.6,628400.0,1,Recurrente
CLI-00336,42,F,Valparaíso,6,14300.0,Ropa,Tienda física,1,39.0,8.0,1,14.1,214400.0,1,Recurrente
CLI-00337,46,F,Biobío,8,33600.0,Hogar,Tienda física,44,40.0,8.0,1,5.5,412300.0,1,Recurrente
CLI-00338,35,F,Valparaíso,7,48500.0,Hogar,Online,268,28.0,8.0,1,12.9,425100.0,1,Recurrente
CLI-00339,63,M,Valparaíso,6,79500.0,Hogar,Online,16,53.0,,1,32.4,567200.0,1,Recurrente
CLI-00340,35,M,Biobío,6,120300.0,Electrónica,App móvil,45,2.0,6.0,0,2.8,617900.0,1,Recurrente
CLI-00341,19,M,Metropolitana,5,37400.0,Hogar,Tienda física,1,18.0,6.0,1,34.5,299100.0,1,Recurrente
CLI-00342,71,M,Biobío,6,78100.0,Deportes,Online,42,27.0,6.0,1,43.6,603100.0,1,Recurrente
CLI-00343,52,F,Valparaíso,3,24800.0,Electrónica,Tienda física,27,21.0,6.0,1,27.0,196900.0,1,Nuevo
CLI-00344,33,F,Araucanía,3,138800.0,Electrónica,Online,35,23.0,9.0,0,6.3,426200.0,1,Nuevo
CLI-00345,58,M,Araucanía,3,35400.0,Hogar,App móvil,36,7.0,8.0,1,23.4,183100.0,1,Nuevo
CLI-00346,53,F,Metropolitana,7,70200.0,Electrónica,Tienda física,9,52.0,1.0,1,52.3,590400.0,1,Recurrente
CLI-00347,50,M,Metropolitana,12,77300.0,Ropa,Tienda física,67,59.0,6.0,1,33.6,966700.0,1,Recurrente
CLI-00348,21,No especifica,Coquimbo,6,77500.0,Ropa,Tienda física,37,48.0,8.0,1,14.1,584600.0,1,Recurrente
CLI-00349,50,No especifica,Valparaíso,6,35100.0,Hogar,App móvil,15,19.0,4.0,1,8.3,330300.0,1,Recurrente
CLI-00350,31,M,Coquimbo,5,58800.0,Deportes,App móvil,125,9.0,3.0,1,25.4,350300.0,1,Recurrente
CLI-00351,38,F,Metropolitana,2,36600.0,Electrónica,Online,1,12.0,9.0,1,7.5,232200.0,1,Nuevo
CLI-00352,65,M,Valparaíso,7,951719.0,Alimentos,App móvil,59,46.0,7.0,1,19.5,647800.0,1,Recurrente
CLI-00353,37,F,Araucanía,7,45600.0,Hogar,App móvil,22,30.0,9.0,1,28.9,442500.0,1,Recurrente
CLI-00354,25,F,Coquimbo,2,67900.0,Electrónica,Online,34,7.0,9.0,1,40.5,254800.0,0,Nuevo
CLI-00355,24,M,Metropolitana,6,85200.0,Hogar,App móvil,16,2.0,9.0,1,19.0,562800.0,1,Recurrente
CLI-00356,20,F,Biobío,8,64700.0,Hogar,Tienda física,18,17.0,2.0,0,35.6,487200.0,1,Recurrente
CLI-00357,34,M,Valparaíso,6,59200.0,Deportes,Tienda física,1,11.0,5.0,0,30.1,355600.0,1,Recurrente
CLI-00358,50,M,Metropolitana,15,46900.0,Alimentos,Online,59,50.0,6.0,1,37.1,725100.0,1,Recurrente
CLI-00359,65,F,Biobío,4,65800.0,Electrónica,Tienda física,56,12.0,4.0,1,13.3,318000.0,1,Nuevo
CLI-00360,29,M,Biobío,9,39400.0,Hogar,Online,48,3.0,,0,54.1,368700.0,0,Recurrente
CLI-00361,68,F,Coquimbo,5,91800.0,Hogar,App móvil,95,21.0,9.0,1,31.2,547800.0,1,Recurrente
CLI-00362,39,M,Valparaíso,3,77600.0,Electrónica,App móvil,105,14.0,10.0,1,17.2,338200.0,1,Nuevo
CLI-00363,39,No especifica,Metropolitana,4,71100.0,Hogar,Tienda física,37,15.0,9.0,1,35.1,437600.0,1,Nuevo
CLI-00364,63,M,Metropolitana,9,168100.0,Hogar,Tienda física,52,,7.0,1,36.1,1486500.0,1,Recurrente
CLI-00365,47,F,Metropolitana,6,146500.0,Hogar,Tienda física,1,42.0,8.0,1,45.6,949900.0,1,Recurrente
CLI-00366,55,F,Metropolitana,9,32000.0,Ropa,Online,85,41.0,5.0,0,33.7,312400.0,1,Recurrente
CLI-00367,55,M,Biobío,4,91900.0,Ropa,Tienda física,77,10.0,7.0,1,45.0,451000.0,1,Nuevo
CLI-00368,62,No especifica,Metropolitana,11,64200.0,Alimentos,Tienda física,1,52.0,9.0,1,47.4,785200.0,1,Recurrente
CLI-00369,68,F,Coquimbo,5,82000.0,Deportes,Online,36,55.0,2.0,1,45.9,473400.0,1,Recurrente
CLI-00370,71,F,Coquimbo,8,52200.0,Electrónica,Online,107,36.0,7.0,1,33.6,519100.0,1,Recurrente
CLI-00371,25,F,Valparaíso,9,65200.0,Deportes,Tienda física,10,51.0,9.0,0,,603300.0,1,Recurrente
CLI-00372,44,No especifica,Coquimbo,10,51100.0,Deportes,Tienda física,20,10.0,4.0,1,27.7,544100.0,1,Recurrente
CLI-00373,44,No especifica,Biobío,9,32100.0,Ropa,App móvil,19,17.0,10.0,1,45.8,425700.0,1,Recurrente
CLI-00374,51,F,Valparaíso,10,151900.0,Alimentos,Online,20,,1.0,1,,1425600.0,1,Recurrente
CLI-00375,38,F,Metropolitana,9,19800.0,Deportes,Online,2,25.0,9.0,0,30.1,228600.0,1,Recurrente
CLI-00376,47,M,Valparaíso,6,28300.0,Deportes,Tienda física,15,27.0,6.0,1,22.7,290300.0,1,Recurrente
CLI-00377,50,M,Valparaíso,9,34700.0,Hogar,Tienda física,16,33.0,4.0,0,42.6,340100.0,1,Recurrente
CLI-00378,45,F,Araucanía,7,129700.0,Electrónica,Tienda física,91,11.0,4.0,1,23.7,893900.0,0,Recurrente
CLI-00379,64,M,Valparaíso,5,68800.0,Alimentos,Tienda física,20,13.0,8.0,1,12.7,448600.0,1,Recurrente
CLI-00380,50,F,Araucanía,10,36800.0,Electrónica,Tienda física,27,1.0,9.0,1,49.3,400500.0,1,Recurrente
CLI-00381,22,M,Biobío,7,60200.0,Ropa,Tienda física,22,31.0,8.0,1,17.2,519700.0,1,Recurrente
CLI-00382,65,M,Metropolitana,3,146700.0,Deportes,Online,6,33.0,10.0,1,33.6,540300.0,1,Recurrente
CLI-00383,36,F,Coquimbo,9,68400.0,Deportes,Online,209,21.0,9.0,0,32.9,554000.0,1,Recurrente
CLI-00384,21,No especifica,Valparaíso,9,63000.0,Electrónica,Online,79,16.0,1.0,1,32.0,542900.0,0,Recurrente
CLI-00385,52,M,Metropolitana,13,56500.0,Ropa,Online,36,39.0,8.0,1,17.6,772300.0,1,Recurrente
CLI-00386,66,F,Biobío,6,33100.0,Hogar,Online,30,23.0,6.0,0,17.7,206900.0,1,Recurrente
CLI-00387,34,F,Metropolitana,7,81000.0,Hogar,Online,48,10.0,7.0,0,52.1,521800.0,1,Recurrente
CLI-00388,61,M,Valparaíso,8,41600.0,Deportes,App móvil,18,48.0,3.0,1,21.6,439300.0,1,Recurrente
CLI-00389,45,F,Valparaíso,7,47500.0,Deportes,Online,3,,6.0,1,23.9,447000.0,1,Recurrente
CLI-00390,47,M,Metropolitana,8,108000.0,Alimentos,Online,24,22.0,8.0,1,18.9,843700.0,1,Recurrente
CLI-00391,46,M,Coquimbo,10,117800.0,Electrónica,App móvil,187,41.0,5.0,1,32.6,1128400.0,0,Recurrente
CLI-00392,63,No especifica,Valparaíso,7,20700.0,Deportes,Tienda física,10,6.0,8.0,1,32.8,224300.0,1,Recurrente
CLI-00393,70,M,Metropolitana,13,101300.0,Ropa,Tienda física,34,,10.0,1,17.0,1302200.0,1,Recurrente
CLI-00394,23,F,Valparaíso,4,78100.0,Electrónica,Tienda física,1,36.0,1.0,0,28.2,314600.0,1,Nuevo
CLI-00395,52,F,Coquimbo,3,118500.0,Alimentos,Tienda física,6,47.0,9.0,1,86.5,513500.0,1,Recurrente
CLI-00396,58,M,Metropolitana,9,69700.0,Hogar,Online,40,10.0,8.0,1,52.4,637700.0,1,Recurrente
CLI-00397,54,F,Metropolitana,10,61800.0,Alimentos,Online,16,57.0,2.0,1,37.5,707000.0,1,Recurrente
CLI-00398,41,No especifica,Metropolitana,11,79600.0,Electrónica,App móvil,107,16.0,9.0,1,37.4,844000.0,1,Recurrente
CLI-00399,46,M,Metropolitana,7,31500.0,Hogar,Online,24,13.0,5.0,0,3.5,228600.0,0,Recurrente
CLI-00400,66,F,Araucanía,8,103000.0,Ropa,Online,11,51.0,5.0,1,73.9,883100.0,1,Recurrente
CLI-00401,63,F,Biobío,8,57700.0,Hogar,Tienda física,36,58.0,3.0,1,39.0,576000.0,1,Recurrente
CLI-00402,70,F,Metropolitana,7,47800.0,Hogar,Online,72,20.0,7.0,1,62.4,474200.0,1,Recurrente
CLI-00403,48,F,Biobío,9,40000.0,Ropa,Tienda física,1,4.0,7.0,0,55.8,417100.0,1,Recurrente
CLI-00404,52,M,Metropolitana,9,91000.0,Deportes,App móvil,32,20.0,6.0,1,35.5,842300.0,1,Recurrente
CLI-00405,50,No especifica,Coquimbo,8,124200.0,Deportes,App móvil,67,22.0,4.0,0,2.8,851400.0,0,Recurrente
CLI-00406,69,No especifica,Coquimbo,7,93600.0,Hogar,Tienda física,5,29.0,9.0,0,,751000.0,1,Recurrente
CLI-00407,38,F,Metropolitana,7,70200.0,Hogar,Online,105,16.0,9.0,0,27.8,516200.0,0,Recurrente
CLI-00408,49,F,Araucanía,8,72800.0,Alimentos,App móvil,14,43.0,7.0,1,34.0,692500.0,1,Recurrente
CLI-00409,40,F,Biobío,7,59900.0,Deportes,Online,9,47.0,,1,29.3,505000.0,1,Recurrente
CLI-00410,50,F,Metropolitana,7,123000.0,Ropa,Online,41,43.0,3.0,0,20.9,794800.0,1,Recurrente
CLI-00411,20,F,Metropolitana,6,64000.0,Hogar,Tienda física,9,23.0,9.0,0,52.9,374200.0,1,Recurrente
CLI-00412,35,F,Valparaíso,8,116600.0,Hogar,Tienda física,52,30.0,3.0,0,27.3,864100.0,1,Recurrente
CLI-00413,42,F,Biobío,7,49800.0,Alimentos,Online,31,57.0,1.0,0,26.7,355800.0,1,Recurrente
CLI-00414,59,F,Coquimbo,2,166000.0,Alimentos,Tienda física,6,30.0,7.0,1,59.1,454800.0,0,Nuevo
CLI-00415,48,F,Biobío,7,66200.0,Alimentos,App móvil,110,43.0,8.0,0,7.2,463300.0,1,Recurrente
CLI-00416,71,M,Araucanía,5,91700.0,Electrónica,Online,51,3.0,7.0,0,13.5,456800.0,1,Recurrente
CLI-00417,20,M,Valparaíso,9,22900.0,Ropa,Tienda física,36,56.0,3.0,1,17.5,345900.0,1,Recurrente
CLI-00418,57,M,Araucanía,6,109200.0,Electrónica,Online,22,24.0,8.0,0,36.6,663900.0,1,Recurrente
CLI-00419,63,F,Biobío,2,35100.0,Hogar,Tienda física,7,49.0,8.0,0,63.6,221800.0,1,Nuevo
CLI-00420,41,F,Metropolitana,7,1236167.0,Alimentos,Online,56,37.0,8.0,1,35.8,1052300.0,1,Recurrente
CLI-00421,67,F,Valparaíso,12,71500.0,Alimentos,Tienda física,76,13.0,,1,,890900.0,1,Recurrente
CLI-00422,49,F,Araucanía,6,36300.0,Alimentos,Online,7,42.0,9.0,1,26.4,401600.0,1,Recurrente
CLI-00423,64,F,Metropolitana,6,64500.0,Deportes,App móvil,31,32.0,7.0,1,18.7,481700.0,1,Recurrente
CLI-00424,39,M,Araucanía,10,91000.0,Ropa,App móvil,30,37.0,7.0,1,10.5,940700.0,1,Recurrente
CLI-00425,40,F,Metropolitana,4,110900.0,Electrónica,App móvil,20,12.0,7.0,0,23.3,434600.0,1,Nuevo
CLI-00426,19,F,Valparaíso,7,102400.0,Ropa,Online,71,8.0,6.0,1,12.2,715800.0,0,Recurrente
CLI-00427,44,F,Araucanía,8,106300.0,Alimentos,Online,5,24.0,5.0,1,37.1,843800.0,1,Recurrente
CLI-00428,59,M,Metropolitana,6,47100.0,Hogar,Tienda física,11,44.0,1.0,1,13.3,414800.0,1,Recurrente
CLI-00429,19,M,Metropolitana,5,36600.0,Deportes,Tienda física,1,,6.0,1,7.3,263400.0,1,Recurrente
CLI-00430,43,M,Metropolitana,9,54000.0,Ropa,App móvil,22,32.0,7.0,1,28.0,562000.0,1,Recurrente
CLI-00431,34,M,Araucanía,11,30000.0,Hogar,Tienda física,16,34.0,8.0,1,26.2,431500.0,1,Recurrente
CLI-00432,57,F,Metropolitana,5,25200.0,Alimentos,Tienda física,91,35.0,3.0,1,19.9,257900.0,1,Recurrente
CLI-00433,50,M,Coquimbo,9,49500.0,Alimentos,Online,62,32.0,10.0,1,25.5,616100.0,1,Recurrente
CLI-00434,26,F,Metropolitana,10,153800.0,Alimentos,App móvil,4,50.0,5.0,1,17.7,1466600.0,0,Recurrente
CLI-00435,60,F,Coquimbo,8,137900.0,Alimentos,Online,61,17.0,6.0,1,46.8,1024900.0,1,Recurrente
